date,manufacturer,product,retailer,region,sales_value,sales_volume,store_count,current_price,percent_time_on_promo,percent_sales_on_promo,4_weeks_volume_growth_percent,4_weeks_value_growth_percent,_source_row
2026-08-09,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Hypermarket,North West,179.97,1.5,1.0,59.99,,,,,56098
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Family,Northern Cape,179.97,1.5,2.0,59.99,,,,,56109
2026-07-26,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers,Western Cape,434.43,4.0,7.0,54.30375,14.2857,11.3919,,,56114
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers,Western Cape,439.93,4.0,6.0,54.99125,,,,,56115
2026-08-09,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers,Western Cape,219.96,2.0,4.0,54.99,,,,,56116
2026-08-16,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers,Western Cape,109.99,1.0,1.0,54.995,,,,,56117
2026-07-26,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers Hyper,Western Cape,549.93,5.0,3.0,54.992999999999995,,,,,56122
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers Hyper,Western Cape,549.93,5.0,3.0,54.992999999999995,,,,,56123
2026-08-09,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers Hyper,Western Cape,159.47,1.5,3.0,53.156666666666666,33.3333,31.0341,,,56124
2026-08-16,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,Checkers Hyper,Western Cape,164.98,1.5,2.0,54.99333333333333,,,,,56125
2026-07-26,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Corporate,Western Cape,779.87,6.5,10.0,59.99,,,,,56134
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Corporate,Western Cape,598.98,5.0,4.0,59.898,,,,,56135
2026-08-09,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Corporate,Western Cape,479.92,4.0,6.0,59.99,,,,,56136
2026-08-16,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Corporate,Western Cape,359.94,3.0,5.0,59.99,,,,,56137
2026-07-26,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Family,Western Cape,59.99,0.5,1.0,59.99,,,,,56142
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Family,Western Cape,119.98,1.0,2.0,59.99,,,,,56143
2026-08-09,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Family,Western Cape,59.99,0.5,1.0,59.99,,,,,56144
2026-08-02,Reckitt Benckiser,Mr Min Bathroom Cleaner Orange Refill 500ml,PnP Hypermarket,Western Cape,59.99,0.5,1.0,59.99,,,,,56147
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Jumbo,Eastern Cape,1428.0,7.2,1.0,1428.0,,,,,56149
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Jumbo,Eastern Cape,3315.95,14.4,2.0,1657.975,,,,,56150
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Jumbo,Eastern Cape,3305.67,14.4,2.0,1652.835,,,,,56151
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Gauteng,1295.95,7.2,1.0,1295.95,,,,,56153
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Cash & Carry,Kwazulu-natal,1672.95,7.2,1.0,1672.95,,,,,56155
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Cash & Carry,Kwazulu-natal,1672.95,7.2,1.0,1672.95,,,,,56156
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Kwazulu-natal,1295.95,7.2,1.0,1295.95,100.0,100.0,,,56157
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Kwazulu-natal,7775.7,43.2,1.0,1295.95,100.0,100.0,,,56158
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Kwazulu-natal,3024.0,14.4,2.0,1512.0,,,,,56159
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Mpumalanga,2591.9,14.4,1.0,1295.95,100.0,100.0,,,56160
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Mpumalanga,1512.0,7.2,1.0,1512.0,,,,,56161
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Lavender 24x300ml,Makro Main,Western Cape,9071.65,50.4,1.0,1295.95,,,,,56164
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Lemon 24x300ml,Makro Main,Gauteng,2591.9,14.4,1.0,1295.95,,,,,56168
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Lemon 24x300ml,Makro Main,Kwazulu-natal,2591.9,14.4,1.0,1295.95,,,,,56170
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Jumbo,Eastern Cape,3288.96,14.4,1.0,1644.48,,,,,56174
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Jumbo,Eastern Cape,1644.48,7.2,1.0,1644.48,,,,,56175
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Jumbo,Eastern Cape,1672.95,7.2,1.0,1672.95,,,,,56176
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Jumbo,Eastern Cape,4980.33,21.6,2.0,1660.11,,,,,56177
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Makro Main,Gauteng,2591.9,14.4,1.0,1295.95,,,,,56181
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Makro Main,Gauteng,5183.8,28.8,1.0,1295.95,,,,,56182
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Cash & Carry,Kwazulu-natal,3345.9,14.4,1.0,1672.95,,,,,56184
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Makro Main,Kwazulu-natal,1295.95,7.2,1.0,1295.95,100.0,100.0,,,56186
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Makro Online,Kwazulu-natal,1295.95,7.2,1.0,1295.95,100.0,100.0,,,56187
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Pot Pourri 24x300ml,Makro Main,Western Cape,1295.95,7.2,1.0,1295.95,,,,,56188
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Jumbo,Eastern Cape,1428.0,7.2,1.0,1428.0,,,,,56190
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Jumbo,Eastern Cape,1672.95,7.2,1.0,1672.95,,,,,56191
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Free State,1295.95,7.2,1.0,1295.95,,,,,56193
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Gauteng,6479.75,36.0,1.0,1295.95,,,,,56196
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Online,Gauteng,1295.95,7.2,1.0,1295.95,,,,,56197
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Cash & Carry,Kwazulu-natal,3007.9,14.4,1.0,1503.95,,,,,56199
2026-08-02,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Cash & Carry,Kwazulu-natal,5677.8,28.8,2.0,1419.45,,,,,56200
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Cash & Carry,Kwazulu-natal,1672.95,7.2,1.0,1672.95,,,,,56201
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Kwazulu-natal,16632.0,79.2,1.0,1512.0,,,,,56204
2026-07-26,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Online,Limpopo,2735.95,14.4,1.0,1367.975,,,,,56205
2026-08-09,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Mpumalanga,1295.95,7.2,1.0,1295.95,100.0,100.0,,,56206
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Mpumalanga,7560.0,36.0,1.0,1512.0,,,,,56207
2026-08-16,Reckitt Benckiser,Mr Min Multi Surface Polish Regular 24x300ml,Makro Main,Western Cape,6048.0,28.8,1.0,1512.0,,,,,56210
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Eastern Cape,2521.18,16.8,2.0,60.02809523809523,100.0,100.0,,,56215
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Eastern Cape,1190.48,8.0,2.0,59.524,100.0,100.0,,,56216
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Eastern Cape,799.44,4.8,2.0,66.62,100.0,100.0,,,56217
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Eastern Cape,470.51,2.8,2.0,67.21571428571428,50.0,71.9815,,,56218
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Eastern Cape,68.95,0.4,1.0,68.95,100.0,100.0,,,56222
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Eastern Cape,178.91,1.2,1.0,59.63666666666666,100.0,100.0,,,56223
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Eastern Cape,147.98,0.8,2.0,73.99,,,,,56227
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Eastern Cape,145.98,0.8,1.0,72.99,,,,,56228
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Eastern Cape,218.97,1.2,2.0,72.99,,,,,56229
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Sentra,Eastern Cape,74.99,0.4,1.0,74.99,,,,,56230
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Sentra,Eastern Cape,74.99,0.4,1.0,74.99,,,,,56231
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Sentra,Eastern Cape,224.97,1.2,1.0,74.99,,,,,56232
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Free State,537.62,3.2,1.0,67.2025,100.0,100.0,,,56235
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Free State,555.97,3.6,1.0,61.77444444444445,100.0,100.0,,,56236
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Free State,417.95,2.8,1.0,59.707142857142856,100.0,100.0,,,56237
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Free State,344.75,2.0,1.0,68.95,100.0,100.0,,,56238
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Free State,74.99,0.4,1.0,74.99,,,,,56243
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Free State,139.98,0.8,1.0,69.99,,,,,56244
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Gauteng,13856.56,90.8,10.0,61.04211453744493,100.0,100.0,,,56251
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Gauteng,14000.27,94.0,10.0,59.5756170212766,100.0,100.0,,,56252
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Gauteng,10583.98,66.8,9.0,63.37712574850299,100.0,100.0,,,56253
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Gauteng,8636.97,51.6,10.0,66.95325581395349,70.0,74.0966,,,56254
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Gauteng,419.74,2.8,4.0,59.962857142857146,50.0,55.7226,,,56259
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Gauteng,522.76,3.6,6.0,58.08444444444444,66.6667,73.6208,,,56260
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Gauteng,642.44,4.4,4.0,58.403636363636366,75.0,74.326,,,56261
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Gauteng,251.52,1.6,1.0,62.88,100.0,100.0,,,56262
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Gauteng,279.96,1.6,1.0,69.99,,,,,56266
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Gauteng,76.99,0.4,1.0,76.99,,,,,56267
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Gauteng,153.98,0.8,1.0,76.99,,,,,56268
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Gauteng,153.98,0.8,1.0,76.99,,,,,56269
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Kwazulu-natal,2816.0,18.4,4.0,61.21739130434783,100.0,100.0,,,56279
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Kwazulu-natal,4652.04,32.0,4.0,58.1505,100.0,100.0,,,56280
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Kwazulu-natal,3302.47,20.8,4.0,63.50903846153846,100.0,100.0,,,56281
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Kwazulu-natal,2230.46,13.2,3.0,67.58969696969697,100.0,100.0,,,56282
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Kwazulu-natal,261.82,1.6,2.0,65.455,,,,,56284
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Kwazulu-natal,247.85,1.6,1.0,61.9625,100.0,100.0,,,56285
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Kwazulu-natal,54.98,0.4,1.0,54.98,,,,,56286
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Kwazulu-natal,139.98,0.8,1.0,69.99,,,,,56290
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Kwazulu-natal,139.98,0.8,1.0,69.99,,,,,56291
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Kwazulu-natal,139.98,0.8,1.0,69.99,,,,,56292
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Kwazulu-natal,69.99,0.4,1.0,69.99,,,,,56293
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Limpopo,686.05,4.0,1.0,68.60499999999999,100.0,100.0,,,56298
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Limpopo,798.49,5.2,1.0,61.42230769230769,100.0,100.0,,,56299
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Limpopo,406.68,2.8,1.0,58.097142857142856,100.0,100.0,,,56300
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Limpopo,607.58,3.6,1.0,67.50888888888889,100.0,100.0,,,56301
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Limpopo,68.95,0.4,1.0,68.95,,,,,56302
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Limpopo,69.99,0.4,1.0,69.99,,,,,56304
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Mpumalanga,919.91,5.6,1.0,65.70785714285714,100.0,100.0,,,56309
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Mpumalanga,716.51,4.4,1.0,65.13727272727273,100.0,100.0,,,56310
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Mpumalanga,1423.67,8.4,1.0,67.79380952380953,100.0,100.0,,,56311
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Mpumalanga,686.05,4.0,1.0,68.60499999999999,100.0,100.0,,,56312
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Mpumalanga,241.16,1.6,1.0,60.29,100.0,100.0,,,56315
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Mpumalanga,109.94,0.8,1.0,54.97,100.0,100.0,,,56316
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Express,Mpumalanga,125.98,0.8,1.0,62.99,,,,,56318
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Mpumalanga,139.98,0.8,1.0,69.99,,,,,56323
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Mpumalanga,144.98,0.8,2.0,72.49,,,,,56324
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Mpumalanga,284.96,1.6,2.0,71.24,,,,,56325
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Mpumalanga,74.99,0.4,1.0,74.99,,,,,56326
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Grocer,Mpumalanga,66.99,0.4,1.0,66.99,,,,,56328
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Grocer,Mpumalanga,131.98,0.8,2.0,65.99,,,,,56329
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Grocer,Mpumalanga,267.96,1.6,1.0,66.99,,,,,56330
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,North West,140.98,0.8,2.0,70.49,,,,,56338
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,North West,351.95,2.0,2.0,70.39,,,,,56339
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,North West,413.54,2.4,2.0,68.92333333333333,50.0,66.1508,,,56340
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,North West,69.99,0.4,1.0,69.99,,,,,56341
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,President Hyper,North West,299.95,2.0,1.0,59.989999999999995,,,,,56346
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,President Hyper,North West,69.99,0.4,1.0,69.99,,,,,56347
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Northern Cape,234.97,1.2,2.0,78.32333333333334,,,,,56352
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Northern Cape,219.97,1.2,2.0,73.32333333333334,,,,,56353
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Northern Cape,154.98,0.8,2.0,77.49,,,,,56354
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Northern Cape,69.99,0.4,1.0,69.99,,,,,56355
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Grocer,Northern Cape,69.99,0.4,1.0,69.99,,,,,56359
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Minimark,Northern Cape,129.98,0.8,1.0,64.99,,,,,56363
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Minimark,Northern Cape,59.62,0.4,1.0,59.62,100.0,100.0,,,56364
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Western Cape,2036.11,13.2,3.0,61.700303030303026,66.6667,83.0682,,,56369
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Western Cape,3645.88,25.6,3.0,56.966875,100.0,100.0,,,56370
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Western Cape,1487.3,9.6,2.0,61.97083333333333,100.0,100.0,,,56371
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Main,Western Cape,992.72,6.0,3.0,66.18133333333334,66.6667,93.0544,,,56372
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,Makro Online,Western Cape,164.91,1.2,1.0,54.97,100.0,100.0,,,56375
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Western Cape,993.87,5.2,5.0,76.45153846153846,,,,,56379
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Western Cape,224.97,1.2,2.0,74.99,,,,,56380
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Western Cape,353.95,2.0,3.0,70.78999999999999,,,,,56381
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Foods,Western Cape,139.98,0.8,1.0,69.99,,,,,56382
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Minimark,Western Cape,74.99,0.4,1.0,74.99,,,,,56387
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 400ml,OK Minimark,Western Cape,74.99,0.4,1.0,74.99,,,,,56388
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Online,Eastern Cape,219.9,4.8,1.0,109.95,,,,,56392
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Gauteng,4661.69,31.2,7.0,358.59153846153845,28.5714,42.2289,,,56397
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Gauteng,7086.08,45.6,7.0,372.95157894736843,28.5714,31.2389,,,56398
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Gauteng,7764.95,48.0,7.0,388.2475,28.5714,14.1549,,,56399
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Gauteng,2714.93,16.8,5.0,387.84714285714284,40.0,27.7922,,,56400
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Online,Gauteng,1319.4,28.8,2.0,109.95,,,,,56404
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Kwazulu-natal,109.95,2.4,1.0,109.95,100.0,100.0,,,56407
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Limpopo,763.72,4.8,1.0,381.86,,,,,56410
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Limpopo,361.77,2.4,1.0,361.77,100.0,100.0,,,56411
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Limpopo,377.27,2.4,1.0,377.27,100.0,100.0,,,56412
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Limpopo,381.85,2.4,1.0,381.85,100.0,100.0,,,56413
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Online,Limpopo,401.95,2.4,1.0,401.95,,,,,56415
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Online,Mpumalanga,659.7,14.4,1.0,109.95,100.0,100.0,,,56416
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Western Cape,2411.7,14.4,1.0,401.95,,,,,56421
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Western Cape,1443.09,9.6,2.0,360.7725,50.0,47.0775,,,56422
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Western Cape,803.9,4.8,1.0,401.95,,,,,56423
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Blossom 6x400ml,Makro Main,Western Cape,1989.65,12.0,3.0,397.93,,,,,56424
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Cash & Carry,Eastern Cape,288.53,1.8,3.0,48.08833333333333,,,,,56429
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Cash & Carry,Eastern Cape,631.78,3.9,4.0,48.598461538461535,,,,,56430
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Cash & Carry,Eastern Cape,622.31,3.9,3.0,47.87,33.3333,7.3516,,,56431
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Cash & Carry,Eastern Cape,241.55,1.5,3.0,48.31,,,,,56432
2026-07-26,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Jumbo,Eastern Cape,685.3,4.2,3.0,48.949999999999996,,,,,56437
2026-08-02,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Jumbo,Eastern Cape,534.11,3.3,4.0,48.555454545454545,,,,,56438
2026-08-09,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Jumbo,Eastern Cape,587.4,3.6,3.0,48.949999999999996,,,,,56439
2026-08-16,Reckitt Benckiser,Mr Min Multipurpose Cleaner Fruit Blossom 300ml,Jumbo,Eastern Cape,193.55,1.2,3.0,48.3875,,,,,56440
